Teneur en P2O5 (%),Teneur en CaO (%),Teneur en SiO2 (%),Humidité (%),Granulométrie (mm),Site d'extraction,Qualité du Phosphate
10.38,20.0,0.6,5.46,1.21,Sidi Chennane,Faible
30.27,25.55,0.5,10.94,0.93,Sidi Dawui,Moyenne
12.93,20.0,4.93,9.64,1.19,Sidi Chennane,Faible
22.79,27.58,1.6,12.37,0.64,Sidi Chennane,Moyenne
39.32,29.58,1.93,5.2,0.32,Sidi Dawui,Haute
46.1,59.45,2.34,4.66,0.79,Sidi Dawui,Haute
34.33,30.72,0.5,8.78,1.16,Sidi Dawui,Moyenne
30.74,37.42,0.5,2.19,0.9,Sidi Dawui,Moyenne
14.5,20.0,0.5,0.59,0.3,Sidi Dawui,Faible
32.74,27.04,0.5,3.66,0.84,Sidi Dawui,Moyenne
22.95,35.74,4.17,2.37,0.61,Sidi Chennane,Moyenne
38.31,36.01,0.5,0.1,2.91,Sidi Dawui,Haute
18.04,25.22,5.8,11.67,1.57,Sidi Chennane,Faible
19.76,29.18,0.6,8.15,0.09,Sidi Chennane,Faible
13.19,20.0,4.5,10.03,1.04,Sidi Chennane,Faible
10.0,20.0,1.19,2.45,0.4,Sidi Chennane,Faible
15.52,22.24,4.7,3.85,0.31,Sidi Chennane,Faible
18.21,20.91,1.42,0.9,0.16,Sidi Dawui,Faible
35.56,30.63,1.59,14.96,2.02,Sidi Dawui,Haute
19.24,28.44,0.6,1.55,2.25,Sidi Chennane,Faible
27.6,34.0,0.5,1.36,0.3,Sidi Dawui,Moyenne
23.54,23.22,3.84,9.21,2.45,Sidi Dawui,Moyenne
13.0,20.0,2.87,4.98,5.38,Sidi Dawui,Faible
32.0,46.62,0.6,13.31,0.85,Sidi Chennane,Moyenne
23.4,20.94,3.71,12.47,0.49,Sidi Dawui,Moyenne
28.75,24.35,0.5,13.02,0.94,Sidi Dawui,Moyenne
13.33,20.0,0.6,11.03,2.55,Sidi Chennane,Faible
41.34,43.69,0.5,1.98,2.87,Sidi Dawui,Haute
33.81,37.75,0.5,0.95,0.97,Sidi Dawui,Moyenne
24.98,28.07,0.5,0.97,0.48,Sidi Dawui,Moyenne
20.03,27.25,2.65,12.03,1.21,Sidi Chennane,Moyenne
33.07,55.81,0.6,9.86,0.92,Sidi Chennane,Moyenne
31.84,33.34,4.19,14.71,1.1,Sidi Dawui,Moyenne
30.85,31.18,4.01,9.65,0.73,Sidi Dawui,Moyenne
23.93,20.0,2.0,3.74,1.17,Sidi Dawui,Moyenne
15.26,20.0,0.5,1.34,0.23,Sidi Dawui,Faible
21.49,23.78,3.03,5.48,1.33,Sidi Chennane,Moyenne
35.46,38.88,0.5,3.0,2.48,Sidi Dawui,Haute
42.51,43.13,0.57,9.43,0.86,Sidi Dawui,Haute
13.0,20.0,4.2,1.44,1.11,Sidi Dawui,Faible
22.26,23.3,3.59,11.59,0.28,Sidi Dawui,Moyenne
27.22,21.26,2.18,10.45,1.52,Sidi Dawui,Moyenne
22.48,27.25,10.88,11.05,2.1,Sidi Chennane,Moyenne
31.18,27.77,1.51,14.48,3.72,Sidi Dawui,Moyenne
31.39,34.0,0.5,9.76,0.15,Sidi Dawui,Moyenne
36.21,44.01,2.34,11.83,1.53,Sidi Dawui,Haute
16.81,22.09,0.6,1.28,0.25,Sidi Chennane,Faible
41.0,49.34,2.34,14.15,1.37,Sidi Dawui,Haute
25.23,36.71,5.71,3.28,0.64,Sidi Chennane,Moyenne
20.49,30.66,3.19,7.4,1.49,Sidi Chennane,Moyenne
47.07,46.61,0.5,14.36,1.41,Sidi Dawui,Haute
32.31,45.25,0.6,2.69,1.07,Sidi Chennane,Moyenne
28.38,43.76,3.48,0.53,0.69,Sidi Chennane,Moyenne
13.0,20.0,9.6,4.46,1.14,Sidi Dawui,Faible
46.87,40.49,0.5,2.35,2.12,Sidi Dawui,Haute
39.73,38.58,0.5,10.02,1.24,Sidi Dawui,Haute
35.14,60.0,0.6,4.18,1.88,Sidi Chennane,Haute
30.3,44.95,0.6,0.94,0.33,Sidi Chennane,Moyenne
32.44,48.93,0.6,13.4,1.05,Sidi Chennane,Moyenne
40.5,47.77,0.5,0.74,0.68,Sidi Dawui,Haute
44.77,41.32,0.5,4.07,1.86,Sidi Dawui,Haute
50.0,50.38,0.5,3.6,1.53,Sidi Dawui,Haute
34.47,38.8,3.63,0.35,0.66,Sidi Dawui,Moyenne
18.19,21.66,4.26,2.48,1.13,Sidi Dawui,Faible
20.56,20.0,8.11,12.22,0.89,Sidi Chennane,Moyenne
36.05,31.96,0.5,0.56,1.37,Sidi Dawui,Haute
22.97,28.08,0.97,0.35,1.32,Sidi Chennane,Moyenne
21.16,20.75,2.8,9.51,1.06,Sidi Dawui,Moyenne
12.22,20.0,10.04,1.33,0.34,Sidi Chennane,Faible
17.83,28.39,3.85,5.57,3.28,Sidi Chennane,Faible
39.85,40.91,0.5,0.03,2.33,Sidi Dawui,Haute
46.88,53.29,0.5,5.44,1.07,Sidi Dawui,Haute
40.84,46.83,0.5,4.77,1.51,Sidi Dawui,Haute
42.12,46.52,0.5,9.19,1.62,Sidi Dawui,Haute
31.76,30.12,3.01,7.49,0.58,Sidi Dawui,Moyenne
16.65,20.0,2.82,10.18,2.7,Sidi Dawui,Faible
19.63,26.35,3.93,14.04,0.2,Sidi Chennane,Faible
20.87,23.82,2.5,11.93,0.26,Sidi Chennane,Moyenne
19.37,32.08,0.6,14.0,0.56,Sidi Chennane,Faible
33.0,32.57,0.5,0.81,1.31,Sidi Dawui,Moyenne
36.52,28.08,0.5,14.86,1.11,Sidi Dawui,Haute
40.26,43.59,0.5,4.83,1.06,Sidi Dawui,Haute
20.75,28.94,7.74,4.15,0.94,Sidi Chennane,Moyenne
10.51,20.0,3.97,6.05,0.77,Sidi Chennane,Faible
28.11,22.17,1.61,11.75,0.36,Sidi Dawui,Moyenne
22.78,29.35,3.48,14.31,0.33,Sidi Chennane,Moyenne
43.63,45.04,0.5,8.31,0.36,Sidi Dawui,Haute
27.33,30.65,0.5,2.32,0.42,Sidi Dawui,Moyenne
25.73,41.47,3.16,3.21,0.32,Sidi Chennane,Moyenne
35.14,38.4,0.93,6.08,0.32,Sidi Dawui,Haute
22.78,32.73,0.6,5.49,0.8,Sidi Chennane,Moyenne
40.97,51.82,0.5,3.57,2.33,Sidi Dawui,Haute
26.49,29.34,0.98,12.75,1.42,Sidi Dawui,Moyenne
18.88,28.2,2.43,4.2,0.48,Sidi Chennane,Faible
32.39,35.22,3.6,8.89,0.58,Sidi Dawui,Moyenne
26.67,25.04,2.38,7.19,4.56,Sidi Dawui,Moyenne
37.12,36.8,0.5,13.85,0.67,Sidi Dawui,Haute
26.01,20.0,0.5,9.43,0.42,Sidi Dawui,Moyenne
34.56,32.5,0.5,4.98,0.79,Sidi Dawui,Moyenne
31.59,40.14,0.5,9.58,0.63,Sidi Dawui,Moyenne
23.85,35.24,0.6,4.78,0.5,Sidi Chennane,Moyenne
19.6,28.78,5.61,1.36,1.03,Sidi Chennane,Faible
29.41,33.93,0.5,7.28,2.75,Sidi Dawui,Moyenne
33.37,35.21,0.51,12.9,0.35,Sidi Dawui,Moyenne
23.77,30.18,0.6,13.64,1.36,Sidi Chennane,Moyenne
32.46,32.58,2.43,8.16,2.2,Sidi Dawui,Moyenne
48.02,39.63,0.5,10.49,1.43,Sidi Dawui,Haute
23.48,24.15,3.66,9.16,2.29,Sidi Dawui,Moyenne
22.1,27.8,0.6,12.16,1.54,Sidi Chennane,Moyenne
12.59,20.78,9.73,1.55,0.57,Sidi Chennane,Faible
35.89,33.07,0.5,6.02,4.21,Sidi Dawui,Haute
15.47,20.0,6.43,3.8,1.52,Sidi Chennane,Faible
20.75,29.45,0.6,0.1,6.22,Sidi Chennane,Moyenne
20.16,30.75,2.14,12.45,0.23,Sidi Chennane,Moyenne
24.27,28.54,0.69,2.01,6.77,Sidi Chennane,Moyenne
27.47,25.27,0.5,4.85,2.0,Sidi Dawui,Moyenne
27.08,27.52,3.79,13.0,1.46,Sidi Dawui,Moyenne
31.55,54.95,0.6,10.82,0.48,Sidi Chennane,Moyenne
35.09,21.44,0.5,8.52,1.81,Sidi Dawui,Haute
27.39,29.99,1.78,4.65,2.61,Sidi Dawui,Moyenne
30.22,28.43,0.5,7.73,0.25,Sidi Dawui,Moyenne
32.87,43.86,0.6,0.84,1.58,Sidi Chennane,Moyenne
21.02,27.18,0.6,10.91,0.6,Sidi Chennane,Moyenne
26.23,24.76,3.43,3.56,1.59,Sidi Dawui,Moyenne
26.27,28.78,2.58,7.19,0.44,Sidi Dawui,Moyenne
27.5,25.23,0.5,1.42,2.76,Sidi Dawui,Moyenne
18.75,34.0,9.76,10.66,0.94,Sidi Chennane,Faible
14.44,22.86,4.79,13.44,1.82,Sidi Chennane,Faible
22.27,22.95,2.11,6.84,2.17,Sidi Dawui,Moyenne
24.95,24.32,2.83,1.25,1.27,Sidi Dawui,Moyenne
37.88,44.82,0.5,14.18,0.5,Sidi Dawui,Haute
20.1,35.0,6.13,6.71,1.66,Sidi Chennane,Moyenne
21.19,25.14,0.6,1.21,0.93,Sidi Chennane,Moyenne
30.5,39.3,0.6,2.83,1.16,Sidi Chennane,Moyenne
44.28,48.61,0.5,1.8,0.75,Sidi Dawui,Haute
20.72,34.25,0.6,2.96,0.24,Sidi Chennane,Moyenne
26.76,25.52,1.95,2.34,1.05,Sidi Dawui,Moyenne
17.05,21.82,0.6,13.84,0.62,Sidi Chennane,Faible
38.8,39.27,0.5,3.14,1.27,Sidi Dawui,Haute
30.64,37.6,0.5,6.63,0.97,Sidi Dawui,Moyenne
20.07,29.17,8.54,10.95,0.66,Sidi Chennane,Moyenne
25.1,20.22,1.3,10.15,5.51,Sidi Dawui,Moyenne
25.5,25.93,5.16,14.35,0.78,Sidi Dawui,Moyenne
35.41,39.68,0.5,14.49,1.07,Sidi Dawui,Haute
20.53,20.21,2.13,8.56,4.49,Sidi Dawui,Moyenne
28.77,49.6,0.6,11.28,0.45,Sidi Chennane,Moyenne
19.14,31.32,1.39,5.79,1.96,Sidi Chennane,Faible
31.14,30.84,0.6,6.44,0.55,Sidi Dawui,Moyenne
20.33,20.47,0.5,1.57,0.83,Sidi Dawui,Moyenne
32.39,23.21,0.64,10.1,1.37,Sidi Dawui,Moyenne
20.43,35.01,0.6,4.06,2.5,Sidi Chennane,Moyenne
32.04,30.42,0.5,1.2,0.44,Sidi Dawui,Moyenne
31.77,43.07,0.6,1.47,1.23,Sidi Chennane,Moyenne
23.62,31.23,0.6,10.84,0.55,Sidi Chennane,Moyenne
25.27,27.04,0.5,3.43,1.68,Sidi Dawui,Moyenne
26.03,21.51,4.39,11.55,2.17,Sidi Dawui,Moyenne
26.25,32.17,0.6,13.59,1.71,Sidi Chennane,Moyenne
30.68,43.96,0.6,5.11,0.53,Sidi Chennane,Moyenne
24.28,31.69,0.6,11.91,0.41,Sidi Chennane,Moyenne
26.84,40.77,0.6,6.43,0.87,Sidi Chennane,Moyenne
26.34,34.6,0.6,11.58,0.37,Sidi Chennane,Moyenne
45.41,56.56,0.5,4.6,1.51,Sidi Dawui,Haute
14.76,20.0,3.88,13.97,3.1,Sidi Dawui,Faible
38.57,42.61,0.5,14.81,0.53,Sidi Dawui,Haute
41.45,37.59,0.5,5.79,1.52,Sidi Dawui,Haute
14.07,27.84,0.6,2.98,0.53,Sidi Chennane,Faible
16.92,22.79,1.82,10.28,2.73,Sidi Chennane,Faible
17.14,22.04,8.26,8.75,2.25,Sidi Chennane,Faible
25.87,28.68,0.5,14.87,0.94,Sidi Dawui,Moyenne
28.12,28.96,2.35,12.17,1.84,Sidi Dawui,Moyenne
24.03,30.34,1.83,12.53,1.95,Sidi Chennane,Moyenne
27.95,54.02,0.6,10.9,0.39,Sidi Chennane,Moyenne
42.34,48.69,0.5,5.26,1.49,Sidi Dawui,Haute
24.88,24.89,0.5,14.04,0.61,Sidi Dawui,Moyenne
24.81,33.98,2.39,6.99,1.1,Sidi Dawui,Moyenne
30.79,50.02,0.6,5.99,0.76,Sidi Chennane,Moyenne
38.39,38.32,0.5,2.91,1.02,Sidi Dawui,Haute
33.25,44.93,0.5,4.56,2.09,Sidi Dawui,Moyenne
36.81,40.54,0.5,0.03,0.4,Sidi Dawui,Haute
22.31,35.28,0.78,9.9,0.25,Sidi Chennane,Moyenne
37.27,35.06,0.5,9.08,0.7,Sidi Dawui,Haute
29.44,29.67,0.5,6.05,2.42,Sidi Dawui,Moyenne
24.19,32.74,0.6,14.51,0.49,Sidi Chennane,Moyenne
18.75,22.91,5.67,10.4,0.66,Sidi Dawui,Faible
26.24,20.0,2.62,3.64,2.54,Sidi Dawui,Moyenne
26.34,31.87,2.17,5.68,3.03,Sidi Dawui,Moyenne
29.09,25.17,0.5,7.74,1.74,Sidi Dawui,Moyenne
24.07,23.85,1.75,8.18,1.39,Sidi Dawui,Moyenne
19.14,26.39,0.6,4.13,2.23,Sidi Chennane,Faible
18.72,20.0,0.79,3.74,0.72,Sidi Dawui,Faible
25.96,41.47,0.6,4.49,1.74,Sidi Chennane,Moyenne
31.75,31.72,0.5,14.45,0.53,Sidi Dawui,Moyenne
11.76,20.0,12.0,5.39,3.65,Sidi Chennane,Faible
17.24,25.49,0.6,5.61,2.3,Sidi Chennane,Faible
24.62,31.75,7.62,10.8,1.69,Sidi Chennane,Moyenne
27.56,25.28,0.5,2.44,0.76,Sidi Dawui,Moyenne
26.16,20.13,0.5,9.65,1.74,Sidi Dawui,Moyenne
31.82,29.62,0.5,9.99,0.99,Sidi Dawui,Moyenne
35.63,38.34,0.5,0.97,0.64,Sidi Dawui,Haute
19.43,20.0,0.5,2.85,1.6,Sidi Dawui,Faible
25.97,47.98,0.6,7.0,0.22,Sidi Chennane,Moyenne
17.46,35.35,1.86,12.53,2.03,Sidi Chennane,Faible
22.39,30.03,0.6,10.99,0.44,Sidi Chennane,Moyenne
22.28,28.05,3.52,13.1,1.8,Sidi Chennane,Moyenne
19.18,32.52,7.51,12.77,0.3,Sidi Chennane,Faible
23.18,24.38,0.5,7.67,0.72,Sidi Dawui,Moyenne
29.9,35.13,6.02,9.33,1.44,Sidi Dawui,Moyenne
47.29,50.19,0.5,13.81,2.01,Sidi Dawui,Haute
20.11,20.0,2.71,11.12,0.58,Sidi Dawui,Moyenne
33.16,46.51,0.6,5.37,0.48,Sidi Chennane,Moyenne
30.14,32.14,0.57,5.26,2.26,Sidi Dawui,Moyenne
32.82,31.76,2.41,5.5,4.58,Sidi Dawui,Moyenne
22.61,26.85,9.78,7.43,0.48,Sidi Dawui,Moyenne
17.64,20.38,11.86,5.44,0.12,Sidi Chennane,Faible
27.92,33.14,0.5,2.81,3.38,Sidi Dawui,Moyenne
15.91,20.0,1.04,8.92,0.89,Sidi Chennane,Faible
21.18,31.28,0.6,13.04,0.48,Sidi Chennane,Moyenne
19.94,27.33,6.87,7.39,1.05,Sidi Chennane,Faible
49.34,37.83,0.5,3.29,4.74,Sidi Dawui,Haute
21.89,20.0,0.5,12.2,1.69,Sidi Dawui,Moyenne
33.43,27.79,0.5,11.34,1.87,Sidi Dawui,Moyenne
34.76,35.0,0.5,10.5,1.14,Sidi Dawui,Moyenne
22.76,20.65,4.55,10.12,1.46,Sidi Dawui,Moyenne
38.75,32.54,6.09,11.73,3.89,Sidi Dawui,Moyenne
19.99,34.88,4.77,12.45,0.49,Sidi Chennane,Faible
10.0,20.0,9.36,13.47,1.84,Sidi Chennane,Faible
38.5,42.53,2.45,9.15,0.97,Sidi Dawui,Haute
22.34,20.0,2.93,5.9,0.95,Sidi Dawui,Moyenne
15.9,20.0,0.6,1.35,0.4,Sidi Chennane,Faible
38.76,35.16,0.5,10.84,1.4,Sidi Dawui,Haute
20.31,32.14,5.54,2.12,1.59,Sidi Chennane,Moyenne
40.85,32.23,0.5,13.03,0.86,Sidi Dawui,Haute
43.51,45.44,0.5,6.09,3.18,Sidi Dawui,Haute
26.63,22.69,4.87,13.14,1.07,Sidi Dawui,Moyenne
39.72,34.95,0.5,7.78,0.18,Sidi Dawui,Haute
25.63,27.2,0.5,6.8,1.55,Sidi Dawui,Moyenne
50.0,60.0,0.5,5.45,0.39,Sidi Dawui,Haute
26.19,22.52,1.74,0.92,3.14,Sidi Dawui,Moyenne
41.84,46.47,0.99,0.17,4.49,Sidi Dawui,Haute
40.18,38.25,0.5,7.63,2.24,Sidi Dawui,Haute
24.49,32.79,0.6,13.52,1.0,Sidi Chennane,Moyenne
18.28,30.75,0.6,8.79,1.62,Sidi Chennane,Faible
21.55,27.08,3.48,12.94,0.55,Sidi Chennane,Moyenne
13.0,20.0,2.9,15.0,1.63,Sidi Dawui,Faible
34.54,36.99,0.5,2.68,0.53,Sidi Dawui,Moyenne
35.68,44.44,0.5,9.89,4.5,Sidi Dawui,Haute
33.71,37.6,0.5,6.25,0.45,Sidi Dawui,Moyenne
10.0,20.0,6.67,3.13,0.27,Sidi Chennane,Faible
20.98,20.0,9.49,3.61,0.88,Sidi Dawui,Moyenne
17.79,29.56,3.22,3.67,1.61,Sidi Chennane,Faible
35.15,43.71,0.5,10.94,6.39,Sidi Dawui,Haute
24.32,36.37,0.6,5.33,0.56,Sidi Chennane,Moyenne
30.95,28.19,0.5,3.84,1.05,Sidi Dawui,Moyenne
38.28,47.97,0.5,13.29,1.0,Sidi Dawui,Haute
16.03,22.9,7.98,0.52,0.43,Sidi Chennane,Faible
38.05,34.51,0.5,11.03,0.45,Sidi Dawui,Haute
36.82,32.43,2.38,14.41,0.22,Sidi Dawui,Haute
35.94,29.33,0.5,9.38,3.39,Sidi Dawui,Haute
21.35,44.29,0.6,8.22,0.53,Sidi Chennane,Moyenne
49.16,59.91,0.5,0.92,0.19,Sidi Dawui,Haute
25.61,33.25,0.6,7.54,0.73,Sidi Chennane,Moyenne
23.69,30.0,0.5,5.42,2.65,Sidi Dawui,Moyenne
34.76,37.61,0.5,11.67,1.51,Sidi Dawui,Moyenne
39.35,42.22,0.5,12.18,1.5,Sidi Dawui,Haute
27.15,24.15,1.91,2.51,3.65,Sidi Dawui,Moyenne
42.41,39.06,3.26,7.83,2.3,Sidi Dawui,Haute
35.98,35.74,0.5,12.9,0.12,Sidi Dawui,Haute
13.0,20.0,0.5,9.37,0.68,Sidi Dawui,Faible
35.23,32.59,0.5,7.21,1.42,Sidi Dawui,Haute
28.81,28.83,2.12,13.47,1.16,Sidi Dawui,Moyenne
25.88,44.92,0.6,14.5,1.56,Sidi Chennane,Moyenne
41.09,37.19,0.5,3.53,8.56,Sidi Dawui,Haute
23.73,38.56,0.6,2.74,0.46,Sidi Chennane,Moyenne
47.65,32.55,0.5,12.97,0.17,Sidi Dawui,Haute
21.37,36.42,0.6,3.64,0.14,Sidi Chennane,Moyenne
26.44,32.9,0.6,12.72,2.09,Sidi Chennane,Moyenne
27.57,40.62,0.6,4.52,0.88,Sidi Chennane,Moyenne
21.89,33.59,0.6,0.29,0.3,Sidi Chennane,Moyenne
39.59,40.87,0.5,6.33,0.83,Sidi Dawui,Haute
27.09,26.64,0.5,0.61,0.68,Sidi Dawui,Moyenne
28.65,23.18,1.59,3.12,0.75,Sidi Dawui,Moyenne
20.56,20.0,5.68,7.19,0.22,Sidi Dawui,Moyenne
24.02,40.02,0.6,0.58,1.61,Sidi Chennane,Moyenne
35.46,32.2,0.5,0.5,1.78,Sidi Dawui,Haute
43.23,42.54,0.5,2.33,1.11,Sidi Dawui,Haute
39.7,30.59,4.58,6.94,0.94,Sidi Dawui,Haute
29.91,33.86,0.5,14.61,1.15,Sidi Dawui,Moyenne
15.08,20.0,1.97,1.4,1.04,Sidi Chennane,Faible
36.44,41.57,0.5,9.33,0.24,Sidi Dawui,Haute
42.61,35.64,0.5,7.46,0.51,Sidi Dawui,Haute
39.37,45.52,3.88,0.9,1.19,Sidi Dawui,Haute
42.37,42.44,1.44,0.51,0.56,Sidi Dawui,Haute
30.57,27.94,3.11,3.33,2.03,Sidi Dawui,Moyenne
19.56,35.21,0.6,10.27,0.34,Sidi Chennane,Faible
17.86,25.52,9.18,14.44,6.55,Sidi Chennane,Faible
31.99,30.21,0.52,8.34,5.25,Sidi Dawui,Moyenne
22.0,36.23,2.91,0.69,0.8,Sidi Chennane,Moyenne
34.38,26.55,7.72,3.87,0.3,Sidi Dawui,Moyenne
21.69,20.0,4.96,14.13,0.65,Sidi Chennane,Moyenne
31.28,36.86,0.5,0.19,2.64,Sidi Dawui,Moyenne
25.43,22.16,2.54,9.03,0.76,Sidi Dawui,Moyenne
41.07,46.53,2.51,2.68,1.37,Sidi Dawui,Haute
22.98,33.43,2.2,0.99,1.04,Sidi Chennane,Moyenne
21.4,25.38,3.6,3.82,1.58,Sidi Chennane,Moyenne
17.79,28.1,7.47,14.05,1.49,Sidi Chennane,Faible
14.11,20.0,14.9,11.43,0.79,Sidi Chennane,Faible
30.74,37.04,0.6,2.57,3.2,Sidi Chennane,Moyenne
37.55,31.47,0.91,0.99,1.5,Sidi Dawui,Haute
17.72,20.0,3.8,7.4,2.57,Sidi Dawui,Faible
27.31,41.89,0.6,0.79,0.82,Sidi Chennane,Moyenne
28.31,35.01,0.6,6.06,0.88,Sidi Chennane,Moyenne
33.63,33.45,4.68,12.0,8.54,Sidi Dawui,Moyenne
32.57,45.73,0.6,7.51,0.97,Sidi Chennane,Moyenne
23.87,29.48,0.6,13.45,2.73,Sidi Chennane,Moyenne
19.61,20.0,0.5,11.87,0.31,Sidi Dawui,Faible
24.8,49.79,0.6,8.33,1.33,Sidi Chennane,Moyenne
34.73,34.47,0.5,11.86,0.72,Sidi Dawui,Moyenne
27.01,34.59,0.5,1.42,3.42,Sidi Dawui,Moyenne
37.72,44.48,0.5,3.02,0.58,Sidi Dawui,Haute
11.99,20.0,10.54,10.51,0.71,Sidi Chennane,Faible
28.74,42.67,0.6,0.09,1.59,Sidi Chennane,Moyenne
24.51,25.08,3.84,0.07,0.43,Sidi Dawui,Moyenne
16.29,30.21,5.49,5.71,1.11,Sidi Chennane,Faible
21.78,35.48,0.6,13.01,0.62,Sidi Chennane,Moyenne
36.44,31.91,0.5,14.71,1.12,Sidi Dawui,Haute
33.99,35.83,0.5,9.75,0.93,Sidi Dawui,Moyenne
25.74,28.93,2.07,14.25,4.34,Sidi Dawui,Moyenne
27.89,22.85,2.27,12.72,1.45,Sidi Dawui,Moyenne
15.36,23.88,3.84,3.02,0.35,Sidi Chennane,Faible
30.46,36.76,0.5,6.06,0.48,Sidi Dawui,Moyenne
42.28,36.7,0.5,9.36,0.7,Sidi Dawui,Haute
32.46,28.87,0.5,2.27,0.57,Sidi Dawui,Moyenne
40.32,47.52,0.5,4.7,3.11,Sidi Dawui,Haute
31.67,43.25,0.6,11.35,0.64,Sidi Chennane,Moyenne
27.15,23.05,2.29,5.17,0.97,Sidi Dawui,Moyenne
30.8,34.98,2.14,13.89,1.62,Sidi Dawui,Moyenne
36.18,56.9,0.6,6.1,9.32,Sidi Chennane,Haute
31.6,46.31,0.6,3.3,0.89,Sidi Chennane,Moyenne
17.28,20.27,1.72,3.15,3.78,Sidi Dawui,Faible
24.94,42.65,0.6,10.31,0.71,Sidi Chennane,Moyenne
32.51,32.09,0.5,5.52,2.18,Sidi Dawui,Moyenne
27.71,52.18,0.6,3.56,0.51,Sidi Chennane,Moyenne
25.72,31.99,0.5,10.41,1.9,Sidi Dawui,Moyenne
17.21,20.0,0.6,6.32,0.74,Sidi Chennane,Faible
26.35,22.17,0.5,12.69,2.07,Sidi Dawui,Moyenne
27.3,20.0,3.18,8.23,1.91,Sidi Dawui,Moyenne
27.64,37.93,0.6,14.58,1.65,Sidi Chennane,Moyenne
21.75,20.0,3.36,5.62,1.41,Sidi Dawui,Moyenne
26.83,23.47,2.86,4.23,0.68,Sidi Dawui,Moyenne
16.22,20.0,2.6,9.67,1.79,Sidi Dawui,Faible
41.66,30.42,0.5,10.63,0.28,Sidi Dawui,Haute
44.07,44.95,0.5,0.25,7.71,Sidi Dawui,Haute
29.52,30.09,2.28,10.04,1.67,Sidi Dawui,Moyenne
20.62,29.41,5.08,2.72,1.54,Sidi Chennane,Moyenne
36.62,37.36,0.5,14.38,1.46,Sidi Dawui,Haute
45.92,30.15,0.5,8.64,0.55,Sidi Dawui,Haute
36.22,31.71,0.5,1.9,0.62,Sidi Dawui,Haute
26.15,32.36,0.5,0.79,1.21,Sidi Dawui,Moyenne
17.77,20.0,4.41,13.19,0.68,Sidi Dawui,Faible
15.47,28.08,3.59,12.76,0.39,Sidi Chennane,Faible
33.17,25.99,0.5,6.51,0.94,Sidi Dawui,Moyenne
18.37,20.3,0.6,1.31,1.32,Sidi Chennane,Faible
34.27,29.26,2.47,5.85,0.99,Sidi Dawui,Moyenne
27.47,32.24,3.49,11.41,2.32,Sidi Dawui,Moyenne
22.87,20.95,0.5,9.92,1.14,Sidi Dawui,Moyenne
21.79,22.95,0.5,12.98,3.56,Sidi Dawui,Moyenne
32.34,47.25,0.6,11.27,6.33,Sidi Chennane,Moyenne
40.59,40.25,1.9,4.95,0.9,Sidi Dawui,Haute
48.25,57.71,0.5,5.12,0.41,Sidi Dawui,Haute
25.9,41.85,0.6,9.72,0.4,Sidi Chennane,Moyenne
28.59,23.56,0.5,4.65,0.96,Sidi Dawui,Moyenne
44.54,42.65,0.5,13.01,1.9,Sidi Dawui,Haute
32.2,40.84,2.64,4.92,0.76,Sidi Dawui,Moyenne
34.51,36.21,1.31,7.33,1.02,Sidi Dawui,Moyenne
32.11,24.66,0.5,0.65,0.66,Sidi Dawui,Moyenne
10.0,20.0,8.59,1.77,0.78,Sidi Chennane,Faible
47.1,53.55,0.5,1.98,1.09,Sidi Dawui,Haute
25.59,40.96,0.6,5.16,2.18,Sidi Chennane,Moyenne
35.5,30.47,0.5,1.75,2.11,Sidi Dawui,Haute
22.11,35.61,6.34,6.86,0.17,Sidi Chennane,Moyenne
33.99,42.35,0.84,4.04,1.72,Sidi Dawui,Moyenne
27.06,33.14,0.5,4.09,1.68,Sidi Dawui,Moyenne
38.11,47.52,0.5,6.68,0.93,Sidi Dawui,Haute
20.61,22.37,4.98,12.81,0.76,Sidi Dawui,Moyenne
34.19,33.26,0.5,11.43,1.62,Sidi Dawui,Moyenne
37.61,35.28,2.24,13.26,1.11,Sidi Dawui,Haute
30.69,30.61,6.48,14.85,0.83,Sidi Dawui,Moyenne
24.84,31.04,0.6,0.17,5.68,Sidi Chennane,Moyenne
23.48,22.18,0.5,10.39,1.5,Sidi Dawui,Moyenne
23.71,28.36,0.5,1.8,0.65,Sidi Dawui,Moyenne
34.65,26.08,1.63,14.05,1.82,Sidi Dawui,Moyenne
38.67,29.51,0.5,3.4,1.42,Sidi Dawui,Haute
15.44,20.0,1.46,5.25,1.36,Sidi Dawui,Faible
37.25,35.24,0.5,14.69,2.0,Sidi Dawui,Haute
19.08,20.0,0.6,13.01,0.69,Sidi Chennane,Faible
21.29,30.46,0.6,0.71,1.23,Sidi Chennane,Moyenne
20.31,20.0,0.5,0.7,0.51,Sidi Dawui,Moyenne
17.13,23.11,0.6,12.28,1.9,Sidi Chennane,Faible
41.29,45.65,0.5,1.06,1.01,Sidi Dawui,Haute
32.8,26.07,3.86,12.78,0.52,Sidi Dawui,Moyenne
29.02,29.07,0.5,13.87,0.96,Sidi Dawui,Moyenne
21.77,30.42,0.6,0.36,1.21,Sidi Chennane,Moyenne
36.95,37.17,0.5,3.3,2.06,Sidi Dawui,Haute
36.51,26.78,5.14,0.35,2.66,Sidi Dawui,Moyenne
22.03,29.26,0.6,1.09,2.11,Sidi Chennane,Moyenne
29.39,42.58,0.6,8.01,1.54,Sidi Chennane,Moyenne
28.61,44.77,0.6,10.95,1.81,Sidi Chennane,Moyenne
